cod_ibge;msau39;msau3911;msau3912;msau3913;msau3914;msau3915;msau3916;msau3917;msau3918;mppm01;mppm11;mppm13;mppm20;mppm23
3158805;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3158904;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3158953;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Não
3159001;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159209;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159308;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159357;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3159407;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3159506;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159605;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159704;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3159803;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3159902;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3160009;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160108;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3160207;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160306;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160405;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3160454;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3160504;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3160603;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3160702;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160801;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160900;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3160959;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3161007;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3161056;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3161106;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3161205;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3161304;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3161403;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3161502;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3161601;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3161650;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não
3161700;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3161809;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3162104;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Sim;Não;Não
3162203;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3162252;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3162302;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3162401;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Sim;Sim
3162450;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3162500;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Sim
3162559;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3162575;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3162609;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3162658;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3162708;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3162807;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não
3162906;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3162922;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3162948;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3162955;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3163003;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não
3163102;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3163201;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3163300;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3163409;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Não;Não;Não
3163508;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3163607;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3163706;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3163805;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3163904;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3164001;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3164100;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3164209;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3164308;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3164431;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3164472;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3164506;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3164605;Sim;Não;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3164704;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim
3164803;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3164902;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
3165008;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3165107;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3165206;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Não;Não
3165404;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
3165503;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3165537;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não
3165552;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3165578;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3165602;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3165701;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3165800;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3165909;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3166105;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166303;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3166501;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166600;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166709;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166808;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166907;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3166956;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167004;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167103;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167202;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167400;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3167509;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167608;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3167707;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3167806;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3167905;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3168002;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim
3168051;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3168101;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3168200;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3168309;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3168408;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3168507;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3168606;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3168705;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim
3168804;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3168903;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3169000;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3169059;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3169109;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Não;Não;Não
3169208;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3169307;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3169356;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Não;Não
3169406;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3169505;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3169604;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3169703;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3169802;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3169901;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3170008;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim
3170057;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3170107;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3170206;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3170305;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3170404;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Sim
3170479;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Não;Não
3170503;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170529;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170578;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170602;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170651;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170701;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim
3170750;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3170800;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;Não;Não
3170909;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3171006;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3171030;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3171071;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3171105;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3171154;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3171204;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3171303;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
3171402;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3171501;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3171600;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3171709;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3171808;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim
3171907;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3172004;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim
3172103;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3172202;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3200102;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3200136;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3200169;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3200201;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3200300;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3200359;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3200409;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3200508;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3200607;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3200706;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3200805;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
3200904;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3201001;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3201159;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3201209;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3201308;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim
3201407;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3201506;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim
3201605;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3201704;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3201803;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3201902;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3202009;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3202108;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3202207;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3202256;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3202306;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3202405;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim
3202454;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3202504;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3202553;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3202603;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3202652;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3202702;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3202801;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3202900;Sim;;;;;;;;;Não;Não;Não;Não;Não
3203056;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3203106;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3203130;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim
3203163;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3203205;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3203304;Sim;Não;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3203320;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim
3203346;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3203353;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3203403;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3203502;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3203601;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim
3203700;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim
3203809;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3203908;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3204005;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3204054;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3204104;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim
3204203;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Sim
3204302;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3204351;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3204401;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3204559;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
3204609;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3204658;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não
3204708;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3204807;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim
3204906;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3204955;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3205002;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim
3205010;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3205036;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Sim
3205069;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3205101;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim
3205150;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3205176;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Não
3205200;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim
3205309;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim
3300100;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim
3300159;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3300209;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Não;Não
3300225;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3300233;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Sim
3300258;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3300308;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3300407;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não
3300456;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Não;Sim
3300506;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3300605;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Sim;Não;Não
3300704;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Não;Não;Sim
3300803;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3300902;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3300936;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3300951;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim
3301009;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim
3301108;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Não;Não;Não
3301157;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não
3301207;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim
3301306;Sim;Sim;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não;Não
3301405;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3301504;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3301603;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3301702;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim
3301801;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Sim;Não;Não
3301850;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Não;Sim
3301876;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Não;Não
3301900;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim
3302007;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não;Não;Não;Não;Não
3302106;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim
3302205;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim
3302254;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Não;Sim
3302270;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não
