UF;Municipio;Codigo_TOM_SERPRO;cod_IBGE
MA;LAGOADOMATO;182;2105922
TO;MAURILANDIADOTOCANTINS;183;1712801
MA;LAGODOSRODRIGUES;184;2105948
TO;PALMEIRASDOTOCANTINS;185;1713809
MA;LAGOAGRANDEDOMARANHAO;186;2105963
TO;MURICILANDIA;187;1713957
MA;LAJEADONOVO;188;2105989
TO;PALMEIRANTE;189;1715705
MA;MARACACUME;190;2106326
TO;PAUD'ARCO;191;1716307
MA;MARAJADOSENA;192;2106359
TO;RIACHINHO;193;1718550
MA;MARANHAOZINHO;194;2106375
TO;SANTAFEDOARAGUAIA;195;1718865
MA;MATOESDONORTE;196;2106631
TO;SAOBENTODOTOCANTINS;197;1720101
MA;MILAGRESDOMARANHAO;198;2106672
TO;SAOMIGUELDOTOCANTINS;199;1720200
MA;NOVACOLINAS;200;2107258
MA;NOVAOLINDADOMARANHAO;202;2107357
MA;OLINDANOVADOMARANHAO;204;2107456
MA;PAULINONEVES;206;2108058
MA;PEDRODOROSARIO;208;2108256
MA;PERITORO;210;2108454
MA;PORTORICODOMARANHAO;212;2109056
MA;PRESIDENTEMEDICI;214;2109239
MA;PRESIDENTESARNEY;216;2109270
MA;RAPOSA;218;2109452
MA;RIBAMARFIQUENE;220;2109551
MA;SANTAFILOMENADOMARANHAO;222;2109759
MA;SANTANADOMARANHAO;224;2110237
MA;SANTOAMARODOMARANHAO;226;2110278
MA;SAODOMINGOSDOAZEITAO;228;2110658
MA;SAOFRANCISCODOBREJAO;230;2110856
MA;SAOJOAODOCARU;232;2111029
MA;SAOJOAODOPARAISO;234;2111052
MA;SAOJOAODOSOTER;236;2111078
MA;SAOJOSEDOSBASILIOS;238;2111250
MA;SAOPEDRODAAGUABRANCA;240;2111532
MA;SAOPEDRODOSCRENTES;242;2111573
MA;SAORAIMUNDODODOCABEZERRA;244;2111631
MA;SAOROBERTO;246;2111672
MA;SATUBINHA;248;2111722
MA;SENADORALEXANDRECOSTA;250;2111748
MA;SENADORLAROCQUE;252;2111763
MA;SERRANODOMARANHAO;254;2111789
MA;SUCUPIRADORIACHAO;256;2111953
MA;TRIZIDELADOVALE;258;2112233
MA;TUFILANDIA;260;2112274
MA;TURILANDIA;262;2112456
MA;VILANOVADOSMARTIRIOS;264;2112852
PI;ACAUA;266;2200053
PI;ALVORADADOGURGUEIA;268;2200459
PI;ASSUNCAODOPIAUI;270;2201051
PI;BARRAD'ALCANTARA;272;2201176
PI;BELAVISTADOPIAUI;274;2201556
PI;BELEMDOPIAUI;276;2201572
PI;BETANIADOPIAUI;278;2201739
PI;BOAHORA;280;2201770
PI;BOQUEIRAODOPIAUI;282;2201945
PI;BREJODOPIAUI;284;2201988
PI;CAJAZEIRASDOPIAUI;286;2202075
PI;CAJUEIRODAPRAIA;288;2202083
PI;CAMPOALEGREDOFIDALGO;290;2202117
PI;CAMPOGRANDEDOPIAUI;292;2202133
PI;CAMPOLARGODOPIAUI;294;2202174
PI;CAPITAOGERVASIOOLIVEIRA;296;2202455
PI;CARAUBASDOPIAUI;298;2202539
PI;CARIDADEDOPIAUI;300;2202554
RR;BOAVISTA;301;1400100
PI;CAXINGO;302;2202653
RR;CARACARAI;303;1400209
PI;COCALDETELHA;304;2202711
RR;ALTOALEGRE;305;1400050
PI;COCALDOSALVES;306;2202729
RR;BONFIM;307;1400159
PI;CURRAIS;308;2203230
RR;MUCAJAI;309;1400308
PI;CURRALINHOS;310;2203255
RR;NORMANDIA;311;1400407
PI;CURRALNOVODOPIAUI;312;2203271
RR;SAOJOAODABALIZA;313;1400506
PI;FLORESTADOPIAUI;314;2203859
RR;SAOLUIZ;315;1400605
PI;FRANCISCOMACEDO;316;2204154
TO;MATEIROS;317;1712702
PI;GEMINIANO;318;2204352
PI;GUARIBAS;320;2204550
TO;NOVOJARDIM;321;1715259
PI;ILHAGRANDE;322;2204659
TO;RIODACONCEICAO;323;1718659
PI;JATOBADOPIAUI;324;2205276
TO;TAIPASDOTOCANTINS;325;1720937
PI;JOAOCOSTA;326;2205359
TO;CARIRIDOTOCANTINS;327;1703867
PI;JOCAMARQUES;328;2205458
TO;JAUDOTOCANTINS;329;1711506
PI;JUAZEIRODOPIAUI;330;2205516
TO;SANDOLANDIA;331;1718840
PI;JULIOBORGES;332;2205524
TO;SAOSALVADORDOTOCANTINS;333;1720259
PI;JUREMA;334;2205532
TO;SUCUPIRA;335;1720853
PI;LAGOINHADOPIAUI;336;2205540
TO;ABREULANDIA;337;1700251
PI;LAGOADESAOFRANCISCO;338;2205573
TO;BRASILANDIADOTOCANTINS;339;1703602
PI;LAGOADOPIAUI;340;2205581
TO;BOMJESUSDOTOCANTINS;341;1703305
PI;LAGOADOSITIO;342;2205599
TO;CENTENARIO;343;1704105
PI;MADEIRO;344;2205854
TO;FORTALEZADOTABOCAO;345;1708254
PI;MASSAPEDOPIAUI;346;2206050
TO;ITAPIRATINS;347;1710904
PI;MILTONBRANDAO;348;2206357
TO;JUARINA;349;1711803
PI;MORROCABECANOTEMPO;350;2206654
TO;LAJEADO;351;1712009
PI;MORRODOCHAPEUDOPIAUI;352;2206670
TO;LAGOADOTOCANTINS;353;1711951
PI;MURICIDOSPORTELAS;354;2206696
TO;PIRAQUE;355;1717206
PI;NOSSASENHORADENAZARE;356;2206753
TO;RECURSOLANDIA;357;1718501
PI;NOVOSANTOANTONIO;358;2206951
TO;RIODOSBOIS;359;1718709
PI;OLHOD'AGUADOPIAUI;360;2207108
TO;SANTAMARIADOTOCANTINS;361;1718881
PI;PAJEUDOPIAUI;362;2207355
TO;SAOFELIXDOTOCANTINS;363;1720150
PI;PAQUETA;364;2207553
TO;TUPIRATINS;365;1721307
PI;PAVUSSU;366;2207850
TO;LAGOADACONFUSAO;367;1711902
PI;PEDROLAURENTINO;368;2207934
PA;SANTABARBARADOPARA;369;1506351
PI;NOVASANTARITA;370;2207959
PA;SANTALUZIADOPARA;371;1506559
PI;PORTOALEGREDOPIAUI;372;2208551
PA;TERRAALTA;373;1507961
PI;RIACHOFRIO;374;2208858
PA;ABELFIGUEIREDO;375;1500131
PI;RIBEIRADOPIAUI;376;2208874
PA;ELDORADODOSCARAJAS;377;1502954
PI;SANTOANTONIODOSMILAGRES;378;2209450
PA;PALESTINADOPARA;379;1505494
PI;SAOFRANCISCODEASSISDOPIAUI;380;2209658
PA;SAODOMINGOSDOARAGUAIA;381;1507151
PI;SAOGONCALODOGURGUEIA;382;2209757
PA;AGUAAZULDONORTE;383;1500347
PI;SAOJOAODAFRONTEIRA;384;2209872
PA;CUMARUDONORTE;385;1502764
PI;SAOJOAODAVARJOTA;386;2209955
PA;PAUD'ARCO;387;1505551
PI;SAOJOAODOARRAIAL;388;2209971
PA;AURORADOPARA;389;1500958
PI;SAOLUISDOPIAUI;390;2210375
PA;NOVAESPERANCADOPIRIA;391;1504950
PI;SAOMIGUELDABAIXAGRANDE;392;2210383
PA;SAOJOAODEPIRABAS;393;1507474
PI;SAOMIGUELDOFIDALGO;394;2210391
PA;TAILANDIA;395;1507953
PI;SEBASTIAOBARROS;396;2210623
PA;TUCUMA;397;1508084
PI;SEBASTIAOLEAL;398;2210631
PA;URUARA;399;1508159
PI;SUSSUAPARA;400;2210938
PA;ABAETETUBA;401;1500107
PI;TAMBORILDOPIAUI;402;2210953
PA;ACARA;403;1500206
PI;TANQUEDOPIAUI;404;2210979
PA;AFUA;405;1500305
PI;VERAMENDES;406;2211506
PA;ALENQUER;407;1500404
PI;VILANOVADOPIAUI;408;2211605
PA;ALMEIRIM;409;1500503
PI;WALLFERRAZ;410;2211704
PA;ALTAMIRA;411;1500602
RN;BODO;412;2401651
PA;ANAJAS;413;1500701
RN;CAICARADONORTE;414;2401859
PA;ANANINDEUA;415;1500800
RN;FERNANDOPEDROZA;416;2403756
PA;AUGUSTOCORREA;417;1500909
RN;ITAJA;418;2404853
PA;AVEIRO;419;1501006
RN;MAJORSALES;420;2407252
PA;BAGRE;421;1501105
RN;RIODOFOGO;422;2408953
PA;BAIAO;423;1501204
RN;SANTAMARIA;424;2409332
PA;BARCARENA;425;1501303
RN;PORTODOMANGUE;426;2410256
PA;BELEM;427;1501402
RN;TIBAU;428;2411056
PA;BENEVIDES;429;1501501
RN;SAOMIGUELDOGOSTOSO;430;2412559
PA;BONITO;431;1501600
RN;SERRINHADOSPINTOS;432;2413557
PA;BRAGANCA;433;1501709
RN;TENENTELAURENTINOCRUZ;434;2414159
PA;BREVES;435;1501808
RN;TRIUNFOPOTIGUAR;436;2414456
PA;BUJARU;437;1501907
RN;VENHA-VER;438;2414753
PA;CACHOEIRADOARARI;439;1502004
PB;ALCANTIL;440;2500536
PA;CAMETA;441;1502103
PB;ALGODAODEJANDAIRA;442;2500577
PA;CAPANEMA;443;1502202
PB;AMPARO;444;2500734
PA;CAPITAOPOCO;445;1502301
PB;APARECIDA;446;2500775
PA;CASTANHAL;447;1502400
PB;AREIADEBARAUNAS;448;2501153
PA;CHAVES;449;1502509
PB;ASSUNCAO;450;2501351
PA;COLARES;451;1502608
PB;BARAUNA;452;2501534
PA;CONCEICAODOARAGUAIA;453;1502707
PB;BARRADESANTANA;454;2501575
PA;CURRALINHO;455;1502806
PB;BERNARDINOBATISTA;456;2502052
PA;CURUCA;457;1502905
PB;BOAVISTA;458;2502151
PA;FARO;459;1503002
PB;CACIMBAS;460;2503555
PA;GURUPA;461;1503101
PB;CAJAZEIRINHAS;462;2503753
PA;IGARAPE-ACU;463;1503200
PB;CAPIM;464;2504033
PA;IGARAPE-MIRI;465;1503309
PB;CARAUBAS;466;2504074
PA;INHANGAPI;467;1503408
PB;CASSERENGUE;468;2504157
PA;IRITUIA;469;1503507
PB;CATURITE;470;2504355
PA;ITAITUBA;471;1503606
PB;COXIXOLA;472;2504850
PA;ITUPIRANGA;473;1503705
PB;CUITEDEMAMANGUAPE;474;2505238
PA;JACUNDA;475;1503804
PB;CURRALDECIMA;476;2505279
PA;JURUTI;477;1503903
PB;DAMIAO;478;2505352
PA;LIMOEIRODOAJURU;479;1504000
PB;GADOBRAVO;480;2506251
PA;MAGALHAESBARATA;481;1504109
PB;LOGRADOURO;482;2508554
PA;MARABA;483;1504208
PB;MARCACAO;484;2509057
PA;MARACANA;485;1504307
PB;MARIZOPOLIS;486;2509156
PA;MARAPANIM;487;1504406
PB;MATINHAS;488;2509339
PA;MELGACO;489;1504505
PB;MATOGROSSO;490;2509370
PA;MOCAJUBA;491;1504604
PB;MATUREIA;492;2509396
PA;MOJU;493;1504703
PB;PARARI;494;2510659
PA;MONTEALEGRE;495;1504802
PB;POCODANTAS;496;2512036
PA;MUANA;497;1504901
PB;POCODEJOSEDEMOURA;498;2512077
PA;NOVATIMBOTEUA;499;1505007
PB;PEDROREGIS;500;2512721
PA;OBIDOS;501;1505106
PB;RIACHAO;502;2512747
PA;OEIRASDOPARA;503;1505205
PB;RIACHAODOBACAMARTE;504;2512754
PA;ORIXIMINA;505;1505304
PB;RIACHAODOPOCO;506;2512762
PA;OUREM;507;1505403
PB;RIACHODESANTOANTONIO;508;2512788
PA;PARAGOMINAS;509;1505502
PB;SANTACECILIA;510;2513158
PA;PEIXE-BOI;511;1505601
PB;SANTAINES;512;2513356
PA;PONTADEPEDRAS;513;1505700
PB;SANTAREM;514;1506807
PA;PORTEL;515;1505809
PB;SANTOANDRE;516;2513851
PA;PORTODEMOZ;517;1505908
PB;SAOBENTINHO;518;2513927
PA;PRAINHA;519;1506005
PB;SAODOMINGOSDOCARIRI;520;2513943
PA;PRIMAVERA;521;1506104
PB;SAODOMINGOSDEPOMBAL;522;2513968
PA;SALINOPOLIS;523;1506203
PB;SAOFRANCISCO;524;2513984
PA;SALVATERRA;525;1506302
PB;SAOJOSEDOSRAMOS;526;2514453
PA;SANTACRUZDOARARI;527;1506401
PB;SAOJOSEDEPRINCESA;528;2514552
PA;SANTAISABELDOPARA;529;1506500
PB;SAOJOSEDOBREJODOCRUZ;530;2514651
PA;SANTAMARIADOPARA;531;1506609
PB;SERTAOZINHO;532;2515930
PA;SANTANADOARAGUAIA;533;1506708
PB;SOBRADO;534;2515971
PA;SANTAREM;535;1506807
PB;SOSSEGO;536;2516151
PA;SANTAREMNOVO;537;1506906
PB;TENORIO;538;2516755
PA;SANTOANTONIODOTAUA;539;1507003
PB;VIEIROPOLIS;540;2517209
PA;SAOCAETANODEODIVELAS;541;1507102
PB;ZABELE;542;2517407
PA;SAODOMINGOSDOCAPIM;543;1507201
PE;ARACOIABA;544;2601052
PA;SAOFELIXDOXINGU;545;1507300
PE;CASINHAS;546;2604155
PA;SAOFRANCISCODOPARA;547;1507409
PE;JAQUEIRA;548;2607950
PA;SAOJOAODOARAGUAIA;549;1507508
PE;JATOBA;550;2608057
PA;SAOMIGUELDOGUAMA;551;1507607
PE;LAGOAGRANDE;552;2608750
PA;SAOSEBASTIAODABOAVISTA;553;1507706
PE;MANARI;554;2609154
PA;SENADORJOSEPORFIRIO;555;1507805
PE;SANTAFILOMENA;556;2612554
PA;SOURE;557;1507904
PE;TAMANDARE;558;2614857
PA;TOME-ACU;559;1508001
AL;CAMPESTRE;560;2701357
PA;TUCURUI;561;1508100
AL;JEQUIADAPRAIA;562;2703759
PA;VIGIA;563;1508209
MG;ALTOCAPARAO;564;3102050
PA;VISEU;565;1508308
MG;ANGELANDIA;566;3102852
PA;REDENCAO;567;1506138
MG;ARICANDUVA;568;3104452
PA;RIOMARIA;569;1506161
MG;BERIZAL;570;3106655
PA;XINGUARA;571;1508407
MG;BONITODEMINAS;572;3108255
PA;RONDONDOPARA;573;1506187
MG;BRASILANDIADEMINAS;574;3108552
PA;BOMJESUSDOTOCANTINS;575;1501576
MG;BUGRE;576;3109253
PA;BREJOGRANDEDOARAGUAIA;577;1501758
MG;CABECEIRAGRANDE;578;3109451
PA;CONCORDIADOPARA;579;1502756
MG;CAMPOAZUL;580;3111150
PA;CURIONOPOLIS;581;1502772
MG;CANTAGALO;582;3112059
PA;DOMELISEU;583;1502939
MG;CATASALTAS;584;3115359
PA;GARRAFAODONORTE;585;1503077
MG;CATUTI;586;3115474
PA;MAEDORIO;587;1504059
MG;CHAPADAGAUCHA;588;3116159
PA;MEDICILANDIA;589;1504455
MG;CONEGOMARINHO;590;3117836
PA;OURILANDIADONORTE;591;1505437
MG;CONFINS;592;3117876
PA;PACAJA;593;1505486
MG;CORREGOFUNDO;594;3119955
PA;PARAUAPEBAS;595;1505536
MG;CRISOLITA;596;3120151
PA;RUROPOLIS;597;1506195
MG;CUPARAQUE;598;3120839
PA;SANTAMARIADASBARREIRAS;599;1506583
MG;CURRALDEDENTRO;600;3120870
AP;AMAPA;601;1600105
MG;DELTA;602;3121258
AP;CALCOENE;603;1600204
MG;DIVISAALEGRE;604;3122355
AP;MACAPA;605;1600303
MG;DOMBOSCO;606;3122470
AP;MAZAGAO;607;1600402
MG;FRANCISCOPOLIS;608;3126752
AP;OIAPOQUE;609;1600501
MG;FREILAGONEGRO;610;3126950
AP;FERREIRAGOMES;611;1600238
MG;FRUTADELEITE;612;3127073
AP;LARANJALDOJARI;613;1600279
MG;GAMELEIRAS;614;3127339
AP;SANTANA;615;1600600
MG;GLAUCILANDIA;616;3127354
AP;TARTARUGALZINHO;617;1600709
MG;GOIABEIRA;618;3127370
PA;SAOGERALDODOARAGUAIA;619;1507458
MG;GOIANA;620;3127388
PA;IPIXUNADOPARA;621;1503457
MG;GUARACIAMA;622;3128253
PA;ULIANOPOLIS;623;1508126
MG;IBIRACATU;624;3129657
PA;BREUBRANCO;625;1501782
MG;IMBEDEMINAS;626;3130556
PA;GOIANESIADOPARA;627;1503093
MG;INDAIABIRA;628;3130655
PA;NOVOREPARTIMENTO;629;1505064
MG;JAPONVAR;630;3135357
PA;JACAREACANGA;631;1503754
MG;JENIPAPODEMINAS;632;3135456
PA;NOVOPROGRESSO;633;1505031
MG;JOSEGONCALVESDEMINAS;634;3136520
PA;TRAIRAO;635;1508050
MG;JOSERAYDAN;636;3136553
PA;TERRASANTA;637;1507979
MG;JOSENOPOLIS;638;3136579
PA;BRASILNOVO;639;1501725
MG;JUVENILIA;640;3136959
PA;VITORIADOXINGU;641;1508357
MG;LEMEDOPRADO;642;3138351
AC;ACRELANDIA;643;1200013
MG;LUISBURGO;644;3138674
AC;BUJARI;645;1200138
MG;LUISLANDIA;646;3138682
AC;CAPIXABA;647;1200179
MG;MARIOCAMPOS;648;3140159
AC;PORTOACRE;649;1200807
MG;MARTINSSOARES;650;3140530
AC;EPITACIOLANDIA;651;1200252
MG;MIRAVANIA;652;3142254
AC;JORDAO;653;1200328
MG;MONTEFORMOSO;654;3143153
AC;MARECHALTHAUMATURGO;655;1200351
MG;NAQUE;656;3144359
AC;PORTOWALTER;657;1200393
MG;NATALANDIA;658;3144375
AC;RODRIGUESALVES;659;1200427
MG;NINHEIRA;660;3144656
AC;SANTAROSADOPURUS;661;1200435
MG;NOVABELEM;662;3144672
AP;PEDRABRANCADOAMAPARI;663;1600154
MG;NOVAPORTEIRINHA;664;3145059
AP;SERRADONAVIO;665;1600055
MG;NOVOORIENTEDEMINAS;666;3145356
AP;CUTIAS;667;1600212
MG;NOVORIZONTE;668;3145372
AP;ITAUBAL;669;1600253
MG;OLHOS-D'AGUA;670;3145455
AP;PORTOGRANDE;671;1600535
MG;ORATORIOS;672;3145851
AP;PRACUUBA;673;1600550
MG;ORIZANIA;674;3145877
RO;ALTOPARAISO;675;1100403
MG;PADRECARVALHO;676;3146255
RO;CACAULANDIA;677;1100601
MG;PAIPEDRO;678;3146552
RO;CAMPONOVODERONDONIA;679;1100700
MG;PATIS;680;3147956
RO;CANDEIASDOJAMARI;681;1100809
MG;PEDRABONITA;682;3148756
RO;ITAPUADOOESTE;683;1101104
MG;PERIQUITO;684;3149952
RO;MONTENEGRO;685;1101401
MG;PIEDADEDECARATINGA;686;3150158
RO;RIOCRESPO;687;1100262
MG;PINGOD'AGUA;688;3150539
RO;NOVOHORIZONTEDOOESTE;689;1100502
MG;PINTOPOLIS;690;3150570
RO;CASTANHEIRAS;691;1100908
MG;PONTOCHIQUE;692;3152131
RO;GOVERNADORJORGETEIXEIRA;693;1101005
MG;PONTODOSVOLANTES;694;3152170
RO;MINISTROANDREAZZA;695;1101203
MG;REDUTO;696;3154150
RO;MIRANTEDASERRA;697;1101302
MG;ROSARIODALIMEIRA;698;3156452
RO;SERINGUEIRAS;699;1101500
MG;SANTABARBARADOMONTEVERDE;700;3157278
MA;AFONSOCUNHA;701;2100105
MG;SANTACRUZDEMINAS;702;3157336
MA;ALCANTARA;703;2100204
MG;SANTACRUZDESALINAS;704;3157377
MA;ALDEIASALTAS;705;2100303
MG;SANTAHELENADEMINAS;706;3157658
MA;ALTAMIRADOMARANHAO;707;2100402
MG;SANTOANTONIODORETIRO;708;3160454
MA;ALTOPARNAIBA;709;2100501
MG;SAODOMINGOSDASDORES;710;3160959
MA;AMARANTEDOMARANHAO;711;2100600
MG;SAOFELIXDEMINAS;712;3161056
MA;ANAJATUBA;713;2100709
MG;SAOGERALDODOBAIXIO;714;3161650
MA;ANAPURUS;715;2100808
MG;SAOJOAODALAGOA;716;3162252
MA;ARAIOSES;717;2100907
MG;SAOJOAODASMISSOES;718;3162450
MA;ARARI;719;2101004
MG;SAOJOAODOPACUI;720;3162658
MA;AXIXA;721;2101103
MG;SAOJOAQUIMDEBICAS;722;3162922
MA;BACABAL;723;2101202
MG;SAOJOSEDABARRA;724;3162948
MA;BACURI;725;2101301
MG;SAOSEBASTIAODAVARGEMALEGRE;726;3164431
MA;BALSAS;727;2101400
MG;SAOSEBASTIAODOANTA;728;3164472
MA;BARAODEGRAJAU;729;2101509
MG;SARZEDO;730;3165537
MA;BARRADOCORDA;731;2101608
MG;SETUBINHA;732;3165552
MA;BARREIRINHAS;733;2101707
MG;SEM-PEIXE;734;3165560
MA;BENEDITOLEITE;735;2101806
MG;SERRANOPOLISDEMINAS;736;3166956
MA;BEQUIMAO;737;2101905
MG;TAPARUBA;738;3168051
MA;BREJO;739;2102101
MG;TOCOSDOMOJI;740;3169059
MA;BURITI;741;2102200
MG;UNIAODEMINAS;742;3170438
MA;BURITIBRAVO;743;2102309
MG;URUANADEMINAS;744;3170479
MA;CAJAPIO;745;2102408
MG;ARGEMALEGRE;746;3170578
MA;CAJARI;747;2102507
MG;VARGEMGRANDEDORIOPARDO;748;3170651
MA;CANDIDOMENDES;749;2102606
MG;VARJAODEMINAS;750;3170750
MA;CANTANHEDE;751;2102705
MG;VERDELANDIA;752;3171030
MA;CAROLINA;753;2102804
MG;VEREDINHA;754;3171071
MA;CARUTAPERA;755;2102903
MG;VERMELHONOVO;756;3171154
MA;CAXIAS;757;2103000
ES;BREJETUBA;758;3201159
MA;CEDRAL;759;2103109
ES;MARATAIZES;760;3203320
MA;CHAPADINHA;761;2103208
ES;PONTOBELO;762;3204252
MA;CODO;763;2103307
ES;SAOROQUEDOCANAA;764;3204955
MA;COELHONETO;765;2103406
ES;SOORETAMA;766;3205010
MA;COLINAS;767;2103505
ES;VILAVALERIO;768;3205176
MA;COROATA;769;2103604
RJ;ARMACAODEBUZIOS;770;3300233
MA;CURURUPU;771;2103703
RJ;CARAPEBUS;772;3300936
MA;DOMPEDRO;773;2103802
